Country/Region,Last Update,Confirmed,Deaths,Recovered
Mainland China,2020-02-04T14:43:02,476.0,0.0,20.0
Mainland China,2020-02-04T23:43:01,366.0,2.0,9.0
Mainland China,2020-02-04T11:53:02,308.0,0.0,12.0
Mainland China,2020-02-04T01:43:02,282.0,1.0,14.0
Mainland China,2020-02-04T12:03:04,275.0,0.0,11.0
Mainland China,2020-02-04T08:33:01,228.0,1.0,23.0
Mainland China,2020-02-04T06:33:02,219.0,1.0,12.0
Mainland China,2020-02-04T12:13:11,194.0,0.0,3.0
Mainland China,2020-02-04T07:43:01,155.0,2.0,4.0
Mainland China,2020-02-04T12:33:02,142.0,0.0,2.0
Mainland China,2020-02-04T05:53:01,139.0,0.0,10.0
Mainland China,2020-02-04T08:53:01,126.0,1.0,4.0
Mainland China,2020-02-04T23:23:02,122.0,0.0,5.0
Mainland China,2020-02-04T14:13:08,81.0,0.0,2.0
Mainland China,2020-02-04T23:23:02,81.0,0.0,4.0
Mainland China,2020-02-04T11:33:03,80.0,1.0,5.0
Mainland China,2020-02-04T13:33:02,67.0,0.0,2.0
Mainland China,2020-02-04T10:43:02,58.0,0.0,2.0
Mainland China,2020-02-04T15:43:02,57.0,0.0,4.0
Mainland China,2020-02-04T00:23:05,42.0,0.0,1.0
Mainland China,2020-02-04T03:03:07,35.0,0.0,1.0
Mainland China,2020-02-04T02:13:18,34.0,0.0,1.0
Mainland China,2020-02-04T01:33:01,29.0,0.0,0.0
Singapore,2020-02-04T15:33:03,24.0,0.0,0.0
South Korea,2020-02-04T15:33:03,16.0,0.0,0.0
Mainland China,2020-02-04T01:33:01,15.0,0.0,0.0
India,2020-02-03T21:43:02,3.0,0.0,0.0
Italy,2020-01-31T08:15:53,2.0,0.0,0.0
UK,2020-02-01T01:52:40,2.0,0.0,0.0
US,2020-02-01T19:43:03,2.0,0.0,0.0
US,2020-02-03T03:53:02,2.0,0.0,0.0
US,2020-02-03T00:43:02,2.0,0.0,0.0
Mainland China,2020-02-01T01:52:40,1.0,0.0,0.0
US,2020-02-01T19:43:03,1.0,0.0,0.0
US,2020-02-01T19:53:03,1.0,0.0,0.0
US,2020-02-01T19:53:03,1.0,0.0,0.0
US,2020-02-01T19:43:03,1.0,0.0,0.0
US,2020-02-01T19:43:03,1.0,0.0,0.0
Mainland China,2020-02-05T23:13:12,19665.0,549.0,633.0
Mainland China,2020-02-05T13:23:04,895.0,0.0,49.0
Mainland China,2020-02-05T15:13:02,895.0,0.0,78.0
Mainland China,2020-02-05T15:03:02,764.0,2.0,47.0
Mainland China,2020-02-05T15:23:02,661.0,0.0,54.0
Mainland China,2020-02-05T01:33:07,548.0,0.0,27.0
Mainland China,2020-02-05T13:43:02,530.0,0.0,23.0
Mainland China,2020-02-05T23:43:02,389.0,2.0,15.0
Mainland China,2020-02-05T12:43:02,341.0,0.0,23.0
Mainland China,2020-02-05T10:13:13,307.0,0.0,15.0
Mainland China,2020-02-05T10:13:13,301.0,1.0,24.0
Mainland China,2020-02-05T05:43:02,253.0,1.0,24.0
Mainland China,2020-02-05T06:23:04,243.0,1.0,15.0
Mainland China,2020-02-05T12:33:01,205.0,0.0,11.0
Mainland China,2020-02-05T12:13:04,190.0,2.0,7.0
Mainland China,2020-02-05T08:43:01,165.0,0.0,6.0
Mainland China,2020-02-05T12:03:08,150.0,0.0,13.0
Mainland China,2020-02-05T11:23:18,135.0,1.0,6.0
Mainland China,2020-02-05T23:33:02,128.0,0.0,5.0
Mainland China,2020-02-05T16:43:04,99.0,1.0,5.0
Mainland China,2020-02-05T15:23:02,89.0,0.0,4.0
Mainland China,2020-02-05T15:23:02,81.0,0.0,5.0
Mainland China,2020-02-05T03:43:02,69.0,1.0,2.0
Mainland China,2020-02-05T12:33:02,64.0,1.0,9.0
Mainland China,2020-02-05T16:23:06,62.0,0.0,6.0
Mainland China,2020-02-05T11:03:16,54.0,0.0,2.0
Mainland China,2020-02-05T08:53:02,42.0,0.0,3.0
Mainland China,2020-02-04T02:13:18,34.0,0.0,1.0
Mainland China,2020-02-05T02:03:13,32.0,0.0,0.0
Singapore,2020-02-05T16:33:03,28.0,0.0,0.0
South Korea,2020-02-05T15:33:01,19.0,0.0,0.0
Mainland China,2020-02-05T03:13:05,17.0,0.0,3.0
India,2020-02-03T21:43:02,3.0,0.0,0.0
Italy,2020-01-31T08:15:53,2.0,0.0,0.0
UK,2020-02-01T01:52:40,2.0,0.0,0.0
US,2020-02-01T19:43:03,2.0,0.0,0.0
US,2020-02-03T03:53:02,2.0,0.0,0.0
US,2020-02-03T00:43:02,2.0,0.0,0.0
Mainland China,2020-02-01T01:52:40,1.0,0.0,0.0
US,2020-02-01T19:43:03,1.0,0.0,0.0
US,2020-02-01T19:53:03,1.0,0.0,0.0
US,2020-02-05T21:53:02,1.0,0.0,0.0
US,2020-02-01T19:53:03,1.0,0.0,0.0
US,2020-02-01T19:43:03,1.0,0.0,0.0
US,2020-02-01T19:43:03,1.0,0.0,0.0
Mainland China,2020-02-06T23:23:02,22112.0,618.0,817.0
Mainland China,2020-02-06T12:43:02,970.0,0.0,69.0
Mainland China,2020-02-06T10:53:04,954.0,0.0,94.0
Mainland China,2020-02-06T11:23:14,851.0,2.0,56.0
Mainland China,2020-02-06T13:13:06,711.0,0.0,81.0
Mainland China,2020-02-06T02:33:01,600.0,0.0,37.0
Mainland China,2020-02-06T13:33:02,591.0,0.0,34.0
Mainland China,2020-02-06T23:33:02,411.0,2.0,24.0
Mainland China,2020-02-06T08:03:10,373.0,0.0,34.0
Mainland China,2020-02-06T07:53:02,347.0,0.0,27.0
Mainland China,2020-02-06T08:03:10,321.0,1.0,31.0
Mainland China,2020-02-06T03:23:11,274.0,1.0,31.0
Mainland China,2020-02-06T06:53:07,257.0,1.0,25.0
Mainland China,2020-02-06T08:13:06,227.0,3.0,8.0
Mainland China,2020-02-06T11:03:19,215.0,0.0,14.0
Mainland China,2020-02-06T13:53:02,173.0,0.0,9.0
Mainland China,2020-02-06T04:13:13,168.0,0.0,14.0
Mainland China,2020-02-06T13:53:02,157.0,1.0,13.0
Mainland China,2020-02-06T09:43:02,133.0,0.0,7.0
Mainland China,2020-02-06T11:13:24,106.0,1.0,8.0
Mainland China,2020-02-06T23:03:02,96.0,0.0,12.0
Mainland China,2020-02-06T14:33:02,94.0,0.0,5.0
Mainland China,2020-02-06T23:43:01,79.0,1.0,2.0
Mainland China,2020-02-06T09:53:02,71.0,1.0,6.0
Mainland China,2020-02-05T16:23:06,62.0,0.0,6.0
Mainland China,2020-02-06T14:23:04,59.0,0.0,4.0
Mainland China,2020-02-06T02:23:08,46.0,0.0,4.0
Mainland China,2020-02-06T02:13:15,40.0,0.0,1.0
Mainland China,2020-02-06T01:13:08,36.0,0.0,0.0
Singapore,2020-02-05T16:33:03,28.0,0.0,0.0
South Korea,2020-02-06T02:53:03,23.0,0.0,0.0
Mainland China,2020-02-06T02:13:15,18.0,0.0,3.0
India,2020-02-03T21:43:02,3.0,0.0,0.0
Italy,2020-01-31T08:15:53,2.0,0.0,0.0
UK,2020-02-01T01:52:40,2.0,0.0,0.0
US,2020-02-01T19:43:03,2.0,0.0,0.0
US,2020-02-03T03:53:02,2.0,0.0,0.0
US,2020-02-03T00:43:02,2.0,0.0,0.0
Mainland China,2020-02-01T01:52:40,1.0,0.0,0.0
US,2020-02-01T19:43:03,1.0,0.0,0.0
US,2020-02-01T19:53:03,1.0,0.0,0.0
US,2020-02-05T21:53:02,1.0,0.0,0.0
US,2020-02-01T19:53:03,1.0,0.0,0.0
US,2020-02-01T19:43:03,1.0,0.0,0.0
US,2020-02-01T19:43:03,1.0,0.0,0.0
Mainland China,2020-02-07T23:43:02,24953.0,699.0,1115.0
Mainland China,2020-02-07T10:13:06,1034.0,1.0,88.0
Mainland China,2020-02-07T11:33:11,1006.0,0.0,123.0
Mainland China,2020-02-07T14:03:12,914.0,3.0,86.0
Mainland China,2020-02-07T11:33:11,772.0,0.0,112.0
Mainland China,2020-02-07T05:13:07,665.0,0.0,47.0
Mainland China,2020-02-07T01:23:02,661.0,0.0,45.0
Mainland China,2020-02-07T23:33:02,426.0,2.0,31.0
Mainland China,2020-02-07T14:03:12,408.0,0.0,43.0
Mainland China,2020-02-07T11:33:11,386.0,0.0,37.0
Mainland China,2020-02-07T08:23:09,344.0,1.0,42.0
Mainland China,2020-02-07T03:23:02,297.0,1.0,33.0
Mainland China,2020-02-07T07:43:02,277.0,3.0,12.0
Mainland China,2020-02-07T06:14:15,277.0,1.0,30.0
Mainland China,2020-02-07T13:23:03,224.0,0.0,20.0
Mainland China,2020-02-07T08:23:09,184.0,0.0,17.0
Mainland China,2020-02-07T00:33:02,172.0,0.0,17.0
Mainland China,2020-02-07T12:03:04,172.0,1.0,22.0
Mainland China,2020-02-07T23:23:04,138.0,0.0,12.0
Mainland China,2020-02-07T12:33:02,117.0,2.0,10.0
Mainland China,2020-02-07T23:43:02,104.0,0.0,15.0
Mainland China,2020-02-07T15:33:03,99.0,0.0,7.0
Mainland China,2020-02-07T11:13:07,81.0,1.0,6.0
Mainland China,2020-02-07T05:43:03,81.0,1.0,2.0
Mainland China,2020-02-07T02:33:06,67.0,0.0,9.0
Mainland China,2020-02-07T00:43:02,65.0,1.0,4.0
Mainland China,2020-02-07T11:13:07,50.0,0.0,5.0
Mainland China,2020-02-07T11:13:07,43.0,0.0,5.0
Mainland China,2020-02-07T01:43:02,39.0,0.0,0.0
Singapore,2020-02-07T03:03:03,30.0,0.0,0.0
South Korea,2020-02-07T03:03:03,24.0,0.0,1.0
Mainland China,2020-02-06T02:13:15,18.0,0.0,3.0
India,2020-02-03T21:43:02,3.0,0.0,0.0
Italy,2020-02-07T17:53:02,3.0,0.0,0.0
UK,2020-02-07T18:33:02,3.0,0.0,0.0
US,2020-02-01T19:43:03,2.0,0.0,0.0
US,2020-02-03T03:53:02,2.0,0.0,0.0
US,2020-02-03T00:43:02,2.0,0.0,0.0
Mainland China,2020-02-01T01:52:40,1.0,0.0,0.0
US,2020-02-01T19:43:03,1.0,0.0,0.0
US,2020-02-01T19:53:03,1.0,0.0,0.0
US,2020-02-05T21:53:02,1.0,0.0,0.0
US,2020-02-01T19:53:03,1.0,0.0,0.0
US,2020-02-01T19:43:03,1.0,0.0,0.0
US,2020-02-01T19:43:03,1.0,0.0,0.0
Mainland China,2020-02-08T23:33:06,27100.0,780.0,1439.0
Mainland China,2020-02-08T11:53:01,1095.0,1.0,112.0
Mainland China,2020-02-08T10:53:02,1048.0,0.0,175.0
Mainland China,2020-02-08T14:13:12,981.0,4.0,116.0
Mainland China,2020-02-08T12:53:01,803.0,1.0,156.0
Mainland China,2020-02-08T07:43:02,733.0,0.0,59.0
Mainland China,2020-02-08T01:23:02,698.0,0.0,55.0
Mainland China,2020-02-08T10:23:04,439.0,0.0,51.0
Mainland China,2020-02-08T11:03:15,428.0,2.0,39.0
Mainland China,2020-02-08T11:33:02,416.0,0.0,44.0
Mainland China,2020-02-08T15:23:04,364.0,1.0,60.0
Mainland China,2020-02-08T03:13:09,315.0,2.0,34.0
Mainland China,2020-02-08T04:03:09,295.0,5.0,13.0
Mainland China,2020-02-08T06:33:02,286.0,1.0,41.0
Mainland China,2020-02-08T08:13:10,239.0,0.0,24.0
Mainland China,2020-02-08T11:33:02,195.0,1.0,30.0
Mainland China,2020-02-08T10:13:06,195.0,0.0,20.0
Mainland China,2020-02-08T00:23:03,183.0,0.0,17.0
Mainland China,2020-02-08T08:43:02,138.0,0.0,17.0
Mainland China,2020-02-08T10:23:04,124.0,2.0,14.0
Mainland China,2020-02-08T23:53:02,115.0,0.0,21.0
Mainland China,2020-02-08T11:53:01,105.0,0.0,8.0
Mainland China,2020-02-08T06:43:03,89.0,1.0,7.0
Mainland China,2020-02-08T08:23:04,88.0,1.0,4.0
Mainland China,2020-02-08T15:13:14,79.0,1.0,12.0
Mainland China,2020-02-08T00:13:04,69.0,1.0,4.0
Mainland China,2020-02-08T03:33:02,52.0,0.0,5.0
Mainland China,2020-02-08T09:13:16,45.0,0.0,15.0
Mainland China,2020-02-08T03:23:10,42.0,0.0,0.0
Singapore,2020-02-08T12:53:01,33.0,0.0,2.0
South Korea,2020-02-07T03:03:03,24.0,0.0,1.0
Mainland China,2020-02-06T02:13:15,18.0,0.0,3.0
India,2020-02-03T21:43:02,3.0,0.0,0.0
Italy,2020-02-07T17:53:02,3.0,0.0,0.0
UK,2020-02-07T18:33:02,3.0,0.0,0.0
US,2020-02-01T19:43:03,2.0,0.0,0.0
US,2020-02-03T03:53:02,2.0,0.0,0.0
US,2020-02-03T00:43:02,2.0,0.0,0.0
Mainland China,2020-02-01T01:52:40,1.0,0.0,0.0
US,2020-02-01T19:43:03,1.0,0.0,0.0
US,2020-02-01T19:53:03,1.0,0.0,0.0
US,2020-02-05T21:53:02,1.0,0.0,0.0
US,2020-02-01T19:53:03,1.0,0.0,0.0
US,2020-02-01T19:43:03,1.0,0.0,0.0
US,2020-02-01T19:43:03,1.0,0.0,0.0
Mainland China,2020-02-09T23:33:02,29631.0,871.0,1795.0
Mainland China,2020-02-09T15:03:05,1131.0,1.0,141.0
Mainland China,2020-02-09T12:03:04,1075.0,0.0,201.0
Mainland China,2020-02-09T11:23:08,1033.0,6.0,153.0
Mainland China,2020-02-09T12:33:01,838.0,1.0,186.0
Mainland China,2020-02-09T09:33:02,779.0,1.0,72.0
Mainland China,2020-02-09T11:33:12,740.0,0.0,73.0
Mainland China,2020-02-09T23:53:02,468.0,2.0,51.0
Mainland China,2020-02-09T10:23:11,468.0,0.0,71.0
Mainland China,2020-02-09T15:03:05,444.0,1.0,63.0
Mainland China,2020-02-09T12:43:01,386.0,1.0,71.0
Mainland China,2020-02-09T03:43:02,326.0,2.0,37.0
Mainland China,2020-02-09T08:43:05,307.0,6.0,14.0
Mainland China,2020-02-09T06:33:01,293.0,1.0,44.0
Mainland China,2020-02-09T09:13:11,250.0,0.0,35.0
Mainland China,2020-02-09T03:03:09,208.0,0.0,25.0
Mainland China,2020-02-09T12:43:01,206.0,2.0,34.0
Mainland China,2020-02-09T00:33:07,195.0,1.0,18.0
Mainland China,2020-02-09T08:53:02,141.0,0.0,18.0
Mainland China,2020-02-09T13:33:02,131.0,3.0,19.0
Mainland China,2020-02-09T23:43:02,119.0,0.0,25.0
Mainland China,2020-02-09T12:23:03,107.0,0.0,12.0
Mainland China,2020-02-09T09:53:02,99.0,1.0,7.0
Mainland China,2020-02-09T23:43:02,91.0,1.0,4.0
Mainland China,2020-02-09T23:33:02,83.0,2.0,16.0
Mainland China,2020-02-09T09:03:04,78.0,1.0,12.0
Mainland China,2020-02-09T02:23:07,54.0,0.0,5.0
Mainland China,2020-02-09T02:03:11,45.0,0.0,13.0
Mainland China,2020-02-09T01:23:08,45.0,0.0,0.0
Singapore,2020-02-09T02:43:02,40.0,0.0,2.0
South Korea,2020-02-09T02:33:02,25.0,0.0,3.0
Mainland China,2020-02-06T02:13:15,18.0,0.0,3.0
India,2020-02-03T21:43:02,3.0,0.0,0.0
Italy,2020-02-07T17:53:02,3.0,0.0,0.0
UK,2020-02-07T18:33:02,3.0,0.0,0.0
US,2020-02-09T19:03:03,2.0,0.0,2.0
US,2020-02-03T03:53:02,2.0,0.0,0.0
US,2020-02-03T00:43:02,2.0,0.0,0.0
Mainland China,2020-02-01T01:52:40,1.0,0.0,0.0
US,2020-02-01T19:43:03,1.0,0.0,0.0
US,2020-02-01T19:53:03,1.0,0.0,0.0
US,2020-02-05T21:53:02,1.0,0.0,0.0
US,2020-02-01T19:53:03,1.0,0.0,0.0
US,2020-02-09T07:03:04,1.0,0.0,1.0
US,2020-02-01T19:43:03,1.0,0.0,0.0
Mainland China,2020-02-10T23:33:02,31728.0,974.0,2222.0
Mainland China,2020-02-10T13:43:02,1159.0,1.0,167.0
Mainland China,2020-02-10T14:13:12,1092.0,0.0,242.0
Mainland China,2020-02-10T13:53:02,1073.0,6.0,191.0
Mainland China,2020-02-10T13:53:02,879.0,1.0,208.0
Mainland China,2020-02-10T07:23:04,830.0,3.0,88.0
Mainland China,2020-02-10T13:53:02,771.0,1.0,105.0
Mainland China,2020-02-10T14:03:05,492.0,0.0,81.0
Mainland China,2020-02-10T23:43:02,486.0,2.0,66.0
Mainland China,2020-02-10T09:33:02,466.0,1.0,66.0
Mainland China,2020-02-10T10:03:02,405.0,1.0,80.0
Mainland China,2020-02-10T03:13:08,337.0,2.0,44.0
Mainland China,2020-02-10T07:33:05,331.0,7.0,30.0
Mainland China,2020-02-10T06:03:13,299.0,1.0,48.0
Mainland China,2020-02-10T14:03:05,261.0,0.0,39.0
Mainland China,2020-02-10T10:03:02,218.0,2.0,41.0
Mainland China,2020-02-10T13:23:06,213.0,0.0,30.0
Mainland China,2020-02-10T14:03:05,210.0,1.0,24.0
Mainland China,2020-02-10T09:43:02,149.0,0.0,19.0
Mainland China,2020-02-10T09:33:02,138.0,3.0,19.0
Mainland China,2020-02-09T23:43:02,119.0,0.0,25.0
Mainland China,2020-02-10T12:33:02,109.0,1.0,10.0
Mainland China,2020-02-10T14:03:05,108.0,0.0,13.0
Mainland China,2020-02-10T14:23:08,95.0,1.0,8.0
Mainland China,2020-02-10T07:23:04,83.0,2.0,17.0
Mainland China,2020-02-10T14:03:05,80.0,1.0,13.0
Mainland China,2020-02-10T02:43:05,58.0,0.0,5.0
Mainland China,2020-02-10T01:43:02,49.0,0.0,13.0
Mainland China,2020-02-10T01:13:06,49.0,0.0,0.0
Singapore,2020-02-10T19:03:02,45.0,0.0,2.0
South Korea,2020-02-10T03:03:09,27.0,0.0,3.0
Mainland China,2020-02-06T02:13:15,18.0,0.0,3.0
UK,2020-02-10T19:03:02,8.0,0.0,0.0
India,2020-02-03T21:43:02,3.0,0.0,0.0
Italy,2020-02-07T17:53:02,3.0,0.0,0.0
US,2020-02-09T19:03:03,2.0,0.0,2.0
US,2020-02-03T03:53:02,2.0,0.0,0.0
US,2020-02-03T00:43:02,2.0,0.0,0.0
Mainland China,2020-02-01T01:52:40,1.0,0.0,0.0
US,2020-02-01T19:43:03,1.0,0.0,0.0
US,2020-02-01T19:53:03,1.0,0.0,0.0
US,2020-02-05T21:53:02,1.0,0.0,0.0
US,2020-02-01T19:53:03,1.0,0.0,0.0
US,2020-02-09T07:03:04,1.0,0.0,1.0
US,2020-02-01T19:43:03,1.0,0.0,0.0
Mainland China,2020-02-11T23:33:02,33366.0,1068.0,2639.0
Mainland China,2020-02-11T14:03:05,1177.0,1.0,212.0
Mainland China,2020-02-11T12:53:02,1117.0,0.0,270.0
Mainland China,2020-02-11T14:03:05,1105.0,7.0,218.0
Mainland China,2020-02-11T12:53:02,912.0,1.0,247.0
Mainland China,2020-02-11T09:43:02,860.0,4.0,105.0
Mainland China,2020-02-11T14:03:05,804.0,1.0,128.0
Mainland China,2020-02-11T08:13:06,515.0,0.0,93.0
Mainland China,2020-02-11T23:53:02,505.0,3.0,79.0
Mainland China,2020-02-11T11:23:04,487.0,1.0,80.0
Mainland China,2020-02-11T11:23:04,417.0,1.0,85.0
Mainland China,2020-02-11T11:23:04,360.0,8.0,28.0
Mainland China,2020-02-11T03:03:07,342.0,3.0,48.0
Mainland China,2020-02-11T06:23:02,303.0,1.0,52.0
Mainland China,2020-02-11T14:03:05,267.0,0.0,45.0
Mainland China,2020-02-11T11:23:04,239.0,2.0,48.0
Mainland China,2020-02-11T06:03:16,219.0,0.0,32.0
Mainland China,2020-02-11T11:23:04,215.0,1.0,33.0
Mainland China,2020-02-11T09:23:04,153.0,0.0,20.0
Mainland China,2020-02-11T14:33:02,144.0,3.0,20.0
Mainland China,2020-02-11T14:03:05,127.0,1.0,17.0
Mainland China,2020-02-11T23:33:02,124.0,0.0,30.0
Mainland China,2020-02-11T12:53:02,111.0,0.0,19.0
Mainland China,2020-02-11T23:13:05,106.0,2.0,10.0
Mainland China,2020-02-11T15:23:04,86.0,2.0,24.0
Mainland China,2020-02-11T08:03:06,81.0,1.0,18.0
Mainland China,2020-02-10T02:43:05,58.0,0.0,5.0
Mainland China,2020-02-11T09:13:11,55.0,0.0,3.0
Mainland China,2020-02-11T10:03:08,53.0,0.0,22.0
Singapore,2020-02-11T16:43:06,47.0,0.0,9.0
South Korea,2020-02-11T02:53:02,28.0,0.0,3.0
Mainland China,2020-02-11T11:23:04,18.0,0.0,5.0
UK,2020-02-10T19:03:02,8.0,0.0,0.0
India,2020-02-03T21:43:02,3.0,0.0,0.0
Italy,2020-02-07T17:53:02,3.0,0.0,0.0
US,2020-02-09T19:03:03,2.0,0.0,2.0
US,2020-02-03T03:53:02,2.0,0.0,0.0
US,2020-02-03T00:43:02,2.0,0.0,0.0
Mainland China,2020-02-01T01:52:40,1.0,0.0,0.0
US,2020-02-01T19:43:03,1.0,0.0,0.0
US,2020-02-01T19:53:03,1.0,0.0,0.0
US,2020-02-05T21:53:02,1.0,0.0,0.0
US,2020-02-01T19:53:03,1.0,0.0,0.0
US,2020-02-11T01:23:05,1.0,0.0,0.0
US,2020-02-09T07:03:04,1.0,0.0,1.0
US,2020-02-01T19:43:03,1.0,0.0,0.0
Mainland China,2020-02-12T14:13:08,33366.0,1068.0,2686.0
Mainland China,2020-02-12T12:23:09,1219.0,1.0,275.0
Mainland China,2020-02-12T14:13:08,1135.0,8.0,246.0
Mainland China,2020-02-12T10:13:20,1131.0,0.0,321.0
Mainland China,2020-02-12T12:43:03,946.0,2.0,304.0
Mainland China,2020-02-12T10:13:20,889.0,4.0,127.0
Mainland China,2020-02-12T01:23:06,844.0,1.0,152.0
Mainland China,2020-02-12T14:13:08,543.0,0.0,125.0
Mainland China,2020-02-12T23:13:08,518.0,3.0,102.0
Mainland China,2020-02-12T11:13:05,497.0,2.0,92.0
Mainland China,2020-02-12T12:43:03,436.0,1.0,92.0
Mainland China,2020-02-12T14:13:08,378.0,8.0,31.0
Mainland China,2020-02-12T02:43:03,352.0,3.0,56.0
Mainland China,2020-02-12T06:23:08,311.0,1.0,57.0
Mainland China,2020-02-12T11:53:02,272.0,0.0,53.0
Mainland China,2020-02-12T11:13:05,251.0,2.0,54.0
Mainland China,2020-02-12T11:13:05,225.0,0.0,43.0
Mainland China,2020-02-12T15:03:05,222.0,1.0,32.0
Mainland China,2020-02-12T17:03:03,157.0,4.0,27.0
Mainland China,2020-02-12T14:13:08,154.0,0.0,26.0
Mainland China,2020-02-12T09:43:02,133.0,1.0,18.0
Mainland China,2020-02-12T23:03:02,126.0,0.0,33.0
Mainland China,2020-02-12T13:33:02,116.0,1.0,20.0
Mainland China,2020-02-12T15:03:05,112.0,2.0,11.0
Mainland China,2020-02-12T23:23:01,87.0,2.0,31.0
Mainland China,2020-02-12T14:13:08,83.0,1.0,22.0
Mainland China,2020-02-12T11:13:05,60.0,0.0,6.0
Mainland China,2020-02-12T01:43:02,59.0,0.0,3.0
Mainland China,2020-02-12T11:13:05,58.0,0.0,24.0
Singapore,2020-02-12T19:53:02,50.0,0.0,15.0
South Korea,2020-02-12T14:43:03,28.0,0.0,7.0
Mainland China,2020-02-12T08:03:06,18.0,0.0,9.0
UK,2020-02-12T19:03:06,9.0,0.0,1.0
India,2020-02-03T21:43:02,3.0,0.0,0.0
Italy,2020-02-07T17:53:02,3.0,0.0,0.0
US,2020-02-09T19:03:03,2.0,0.0,2.0
US,2020-02-03T03:53:02,2.0,0.0,0.0
US,2020-02-03T00:43:02,2.0,0.0,0.0
Mainland China,2020-02-12T06:43:02,1.0,0.0,1.0
US,2020-02-01T19:43:03,1.0,0.0,0.0
US,2020-02-01T19:53:03,1.0,0.0,0.0
US,2020-02-05T21:53:02,1.0,0.0,0.0
US,2020-02-01T19:53:03,1.0,0.0,0.0
US,2020-02-11T01:23:05,1.0,0.0,0.0
US,2020-02-09T07:03:04,1.0,0.0,1.0
US,2020-02-01T19:43:03,1.0,0.0,0.0
Mainland China,2020-02-13T14:13:06,48206.0,1310.0,3459.0
Mainland China,2020-02-13T13:33:01,1241.0,2.0,314.0
Mainland China,2020-02-13T14:53:02,1169.0,10.0,296.0
Mainland China,2020-02-13T14:13:06,1145.0,0.0,360.0
Mainland China,2020-02-13T11:53:02,968.0,2.0,339.0
Mainland China,2020-02-13T13:33:01,910.0,5.0,157.0
Mainland China,2020-02-13T01:13:08,872.0,1.0,170.0
Mainland China,2020-02-13T10:33:23,570.0,0.0,139.0
Mainland China,2020-02-13T23:23:05,529.0,4.0,128.0
Mainland China,2020-02-13T13:33:01,509.0,2.0,105.0
Mainland China,2020-02-13T13:33:01,451.0,1.0,104.0
Mainland China,2020-02-13T12:13:06,395.0,9.0,33.0
Mainland China,2020-02-13T14:13:06,366.0,3.0,69.0
Mainland China,2020-02-13T06:13:15,315.0,1.0,62.0
Mainland China,2020-02-13T10:33:23,279.0,0.0,57.0
Mainland China,2020-02-13T10:33:23,265.0,3.0,68.0
Mainland China,2020-02-13T10:33:23,229.0,0.0,46.0
Mainland China,2020-02-13T00:23:10,222.0,2.0,33.0
Mainland China,2020-02-13T10:43:03,157.0,4.0,30.0
Mainland China,2020-02-13T08:43:08,156.0,0.0,27.0
Mainland China,2020-02-13T10:33:23,135.0,1.0,27.0
Mainland China,2020-02-13T23:23:05,126.0,0.0,36.0
Mainland China,2020-02-13T23:43:02,119.0,3.0,21.0
Mainland China,2020-02-13T14:33:02,117.0,1.0,22.0
Mainland China,2020-02-13T15:53:03,90.0,2.0,39.0
Mainland China,2020-02-13T13:33:01,84.0,1.0,24.0
Mainland China,2020-02-13T01:23:08,64.0,0.0,24.0
Mainland China,2020-02-13T10:33:23,63.0,1.0,6.0
Mainland China,2020-02-13T01:23:08,61.0,0.0,6.0
Singapore,2020-02-13T14:33:02,58.0,0.0,15.0
South Korea,2020-02-12T14:43:03,28.0,0.0,7.0
Mainland China,2020-02-13T08:43:08,18.0,0.0,11.0
UK,2020-02-12T19:03:06,9.0,0.0,1.0
India,2020-02-13T18:53:02,3.0,0.0,0.0
Italy,2020-02-07T17:53:02,3.0,0.0,0.0
US,2020-02-09T19:03:03,2.0,0.0,2.0
US,2020-02-03T03:53:02,2.0,0.0,0.0
US,2020-02-13T03:13:08,2.0,0.0,0.0
US,2020-02-03T00:43:02,2.0,0.0,0.0
Mainland China,2020-02-12T06:43:02,1.0,0.0,1.0
US,2020-02-01T19:43:03,1.0,0.0,0.0
US,2020-02-01T19:53:03,1.0,0.0,0.0
US,2020-02-05T21:53:02,1.0,0.0,0.0
US,2020-02-01T19:53:03,1.0,0.0,0.0
US,2020-02-13T18:53:02,1.0,0.0,0.0
US,2020-02-09T07:03:04,1.0,0.0,1.0
US,2020-02-01T19:43:03,1.0,0.0,0.0
Mainland China,2020-02-14T23:33:02,54406.0,1457.0,4774.0
Mainland China,2020-02-14T12:53:02,1261.0,2.0,362.0
Mainland China,2020-02-14T12:53:02,1184.0,11.0,357.0
Mainland China,2020-02-14T14:13:15,1155.0,0.0,403.0
Mainland China,2020-02-14T09:23:04,988.0,2.0,364.0
Mainland China,2020-02-14T12:53:02,934.0,6.0,193.0
Mainland China,2020-02-14T01:13:06,900.0,1.0,187.0
Mainland China,2020-02-14T10:03:03,593.0,0.0,157.0
Mainland China,2020-02-14T23:33:02,537.0,5.0,152.0
Mainland China,2020-02-14T11:13:22,523.0,2.0,136.0
Mainland China,2020-02-14T11:13:22,463.0,1.0,114.0
Mainland China,2020-02-14T13:23:07,419.0,11.0,47.0
Mainland China,2020-02-14T06:33:02,372.0,3.0,80.0
Mainland China,2020-02-14T04:13:11,318.0,1.0,90.0
Mainland China,2020-02-14T11:13:22,283.0,3.0,87.0
Mainland China,2020-02-14T11:13:22,281.0,0.0,63.0
Mainland China,2020-02-14T12:53:02,230.0,0.0,54.0
